docno,title,producer,genre,description,num_episodes,rating,num_reviews,link
umx793cw,Loving Well,Focus on the Family,Kids & Family,"The secret sauce to the success of your marriage! Every season of this bingeable podcast series is chalk full of heartwarming love stories and practical marriage advice you can put into practice every day. The series from Focus on the Family will inspire you and your spouse to put Christ’s love at the center of your relationship. Along the way, marriage experts Dr. Greg and Erin Smalley will get you thinking about healthy boundaries in a romantic relationship, about how to respect and cherish one another, and about honoring God in your most important relationship.",27,4.6,166,https://podcasts.apple.com/us/podcast/loving-well/id1342754239
gnww6pt5,Acoustic Guitar,Acoustic Guitar magazine,Music,"Join us for conversations that explore why we play, collect, build, obsess over guitars and how rewarding it is to make music of our own. Each month, your hosts at Acoustic Guitar magazine connect you with great guitarists – from preeminent pickers, fingerstyle sensations, and superstar shredders to master teachers, luthiers, songwriters, and the acoustic guitar community at large.",7,5.0,18,https://podcasts.apple.com/us/podcast/acoustic-guitar/id1632083322
7uy98rfk,Stand Partners for Life,Nathan Cole and Akiko Tarumoto,Music,"Violinists (and husband and wife) Nathan Cole and Akiko Tarumoto give you an inside look at performing with the Los Angeles Philharmonic. Each week brings new repertoire, conductors, soloists... and new stories from their life-long love affair with classical music, the violin, and their family.",43,4.9,221,https://podcasts.apple.com/us/podcast/stand-partners-for-life/id1328799919
hp5x637c,Bad Women: The Blackout Ripper,Pushkin,True Crime,"The streets of wartime London are pitch black and the darkness offers cover to a murderer every bit as terrible as Jack the Ripper. During one awful week in February 1942 he viciously attacks women night after night. But the victims of the so-called Blackout Ripper are now all but forgotten.  In this season of Bad Women, historian Hallie Rubenhold and criminologist Alice Fiennes share new details from the archives to tell the extraordinary and moving stories of the women who died and why their deaths were swept from view.    And don't miss season one of Bad Women about a cold case like no other. In the fall of 1888, five women were brutally murdered in the slums of London. But everything you think you know about Jack the Ripper and those murdered women is wrong. Hallie reconstructs the lives of the five victims - revealing the appalling treatment they faced as women in the 1880s, and completely overturning the accepted Ripper story.",26,4.5,1000,https://podcasts.apple.com/us/podcast/bad-women-the-blackout-ripper/id1577414748
d4zavkcn,Our Fake History,PodcastOne,History,A podcast about myths we think are history and history that might be hidden in myths! Awesome stories that really (maybe) happened!,183,4.7,2900,https://podcasts.apple.com/us/podcast/our-fake-history/id1021703062
er0a2jm0,Missing Erica Baker,Dayton 24/7 Now,True Crime,"On February 7, 1999, Erica Baker put on her raincoat, leashed up her dog, and started to walk through a park in Kettering, Ohio. The 9-year-old was never seen again. What really happened on that rainy winter afternoon in the park? Neighbors, family members, and investigators search for answers, but 23 years later, the investigation still haunts the community. Erica Baker’s story hits home for Nathan Edwards and Bryn Caswell, anchors and journalists for Dayton 24/7 Now. That’s why Dayton 24/7 Now is bringing listeners the most in-depth journalistic investigation to date on the Erica Baker Case. Nathan and Bryn share exclusive interviews and never-before-seen footage – hoping that maybe, just maybe, what we’ve found could bring her home.",7,4.8,201,https://podcasts.apple.com/us/podcast/missing-erica-baker/id1630167488
8olbj1l8,Healing Broken Trust In Your Marriage After Infidelity,Brad and Morgan Robinson,Education,In this podcast Brad & Morgan Robinson outline everything you need to know to heal after infidelity has wrecked your relationship.  If you want to heal after betrayal - whether you had an affair or multiple affairs or it was your partner who hurt you - this podcast is for you!  Each episode has a free download available at healingbrokentrust.com so you can work together to fully heal or you can work alone.  Either way you'll experience transformation!  Brad is a nationally recognized affair recovery expert and licensed marriage and family therapist.  He and his wife have helped thousands of couples heal after betrayal and save their family.  You can save your family and completely heal even after betrayal.,71,4.5,622,https://podcasts.apple.com/us/podcast/healing-broken-trust-in-your-marriage-after-infidelity/id1156329240
ebl8yc92,Hysteria,Crooked Media,Society & Culture,"Political commentator and comedy writer Erin Ryan and former White House Deputy Chief of Staff Alyssa Mastromonaco are joined by a bicoastal squad of funny, opinionated women to talk through everything from reproductive rights to romcoms. They break down the political news of the week, plus the topics, trends, and cultural stories that affect women’s lives.",223,4.7,6500,https://podcasts.apple.com/us/podcast/hysteria/id1399025196
z9nh6yjj,Pastor Robert Morris Ministries on Oneplace.com,Pastor Robert Morris,Religion & Spirituality,"Pastor Robert Morris Ministries is a television, radio, and podcast ministry of Pastor Robert Morris, senior pastor of Gateway Church, a multicampus church based in the Dallas-Fort Worth area. His biblically based television program airs in over 190 countries and features insightful teachings that will encourage and inspire you to strengthen your faith in the Lord. His radio ministry, Worship  Word with Pastor Robert Morris, airs in more than 2,800 radio markets across America. For more information and encouraging resources, visit PastorRobert.com.",14,4.7,787,https://podcasts.apple.com/us/podcast/pastor-robert-morris-ministries-on-oneplace-com/id1451459009
fgwoijut,The LexG Movie Podcast,LexG Podcast,TV & Film,"A podcast for former comic and beloved film historian LexG to just ramble on and reminisce about beloved movie favorites, with the occasional new review.",44,4.9,273,https://podcasts.apple.com/us/podcast/the-lexg-movie-podcast/id1554679929
gbwz7225,Critical Role,Critical Role,Leisure,"Welcome to Critical Role, home of a bunch of nerdy-ass voice actors playing tabletop roleplaying games! Enter a world of glorious imagination and improvisation with a group of the finest collaborative storytellers around. Here you’ll find our TTRPG and adjacent shows, including Critical Role, Exandria Unlimited, 4-Sided Dive, and a growing selection of one-shots.",310,4.9,9100,https://podcasts.apple.com/us/podcast/critical-role/id1453805439
xsbbfqex,1001 Classic Short Stories & Tales,Jon Hagadorn,Fiction,"Expand your horizons with this collection of hand-picked classic short stories and tales by writers like Jack London, Guy de Maupassant, Edith Wharton, Sir Arthur Conan Doyle, H.P. Lovecraft, Edgar Allen Poe, Ray Bradbury, Hans Christian Anderson, Ambrose Bierce, and many others. These fast-paced stories and captivating tales are chosen for their unique flavor, are suitable for all ages and tastes, and provide a window to a time when writers knew how to tell great stories using descriptive words and phrases.. We now offer new episodes twice weekly, Wednesdays and Sundays at 5pm ET.",321,4.5,801,https://podcasts.apple.com/us/podcast/1001-classic-short-stories-tales/id1078098622
62et5yso,Climate Vision 2050,Boston Consulting Group,Business,"It’s 2050 and we’re exploring how the world radically reduced carbon emissions and saved itself from climate catastrophe. What have our cities done to accommodate massive population growth?  And how do businesses, governments, researchers and everyday people work together to build sustainable supply chains, agricultural practices and transportation infrastructure?  This podcast uses the following third-party services for analysis: Chartable - https://chartable.com/privacy",2,4.3,3,https://podcasts.apple.com/us/podcast/climate-vision-2050/id1651635757
cwetpnei,Combat Exclusion,"Chandler Cole, Johanna Crisman",Government,"Less than a decade ago, the potential repeal of the Combat Exclusion Policy painted headlines across the country; now, the first wave of many ""combat arms"" women are facing a decisive point in their military careers, asking themselves – should I stay or should I go? This summer, join Chandler and Johanna, two West Point graduates who have grappled with this decision themselves, as they explore the realities of gender integration's still imperfect reality, lending voices to the women and men on the frontlines of the United States military's recent efforts.",16,4.8,22,https://podcasts.apple.com/us/podcast/combat-exclusion/id1631932767
