docno,title,description,genre,rating,num_reviews
q96i25vh,Relaxing White Noise,"Welcome to Relaxing White Noise, the podcast featuring white noise and nature sounds to help you sleep, study or soothe a baby. We make relaxing sounds to improve your life and are excited to share them with you. Join the hundred million people who have already enjoyed our white noise soundscapes which include rain sounds, ocean waves, white noise for babies, fan sounds, spaceships, Tibetan bowls, waterfalls and rain with thunder. Whether you're trying to study for a test, focus at work, fall asleep or simply relax, we have the perfect white noise sound for you. Cheers to feeling your best!",Health & Fitness,4.2,357
i8zikevn,Suze Orman's Women & Money (And Everyone Smart Enough To Listen‪)‬,"Take a priceless journey into your life and the life of your money with the most recognized personal finance expert in the world today.  Acclaimed for her revolutionary approach to money, Suze Orman has garnered millions of fans whose lives have been transformed by following her unique advice.  In about 30 minutes, you’ll learn how to go within yourself to see why you are doing without and that you cannot fix a financial problem with money. Suze brings over 40 years of experience to help you be more and therefore have more.   If you don’t have the money you want in your life, subscribe now to one of the most popular podcasts in America and find out why. The choice is up to you.New episodes drop Wednesdays and Saturday evenings.Join Suze’s free podcast Community by downloading the Women & Money App on the Apple App Store or Google Play, where you can search past episodes, ask Suze questions (that if chosen will be answered on the podcast) take classes and communicate with each other and possibly Suze herself.",Business,4.8,3500
0hlj6r10,American History Hit,"Join Don Wildman twice a week for your hit of American history, as he explores the past to help us understand the United States of today. We’ll hear how codebreakers uncovered secret Japanese plans for the Battle of Midway, visit Chief Powhatan as he prepares for war with the British, see Walt Disney accuse his former colleagues of being communists, and uncover the dark history that lies beneath Central Park.   From pre-colonial America to independence, slavery to civil rights, the gold rush to the space race, join Don as he speaks to leading experts to delve into America’s past. New episodes every Monday and Thursday. Brought to you by History Hit, the award-winning podcast network and world’s best history channel on demand, featuring shows like Dan Snow’s History Hit, Not Just The Tudors and Betwixt the Sheets. Hosted on Acast. See acast.com/privacy for more information.",History,4.3,221
ckpg9f97,True Crime with Kendall Rae,"Kendall Rae is a true-crime content creator on YouTube who has used her platform to spread awareness for victims and their families. Now she is bringing episodes of her YouTube true-crime series to podcast format, to hopefully create even more awareness around the cases she covers. Kendall's approach to true-crime content is empathetic and always approached with victims in mind first. Join Kendall in her journey to spread awareness and bring justice to those who need it most!",True Crime,4.8,2000
vub3ij8f,Two Idiot Girls,Just two idiot girls talking...what more could you ask for?,Comedy,4.9,535
99hjjqjn,Million Praying Moms,"Make prayer your first and best response to the challenges of parenting with author and speaker, Brooke McGlothlin. Join me for conversations about prayer and motherhood for today’s Christian mom.",Kids & Family,4.8,73
pxryt8wn,Black History Year,"Learning your history makes you - and your people - stronger. As Black people, we know we’re left out of the history books. That the media images are skewed. That we need access to experts, information and ideas so we can advance our people. Black History Year connects you to the history, thinkers, and activists that are left out of the mainstream conversations. You may not agree with everything you hear, but we’re always working toward one goal: uniting for the best interest of Black people worldwide. BHY is produced by PushBlack, the nation’s largest non-profit Black media company - hit us up at BlackHistoryYear.com.",History,4.7,1800
9voqa1oy,Random Number Generator Horror Podcast No. 9,"Helping to make horror films more approachable, one die roll at a time. Hosted by Jeffrey Cranor and Cecil Baldwin of Welcome to Night Vale.",TV & Film,4.9,273
rsnblu4d,Divided Argument,"An unscheduled, unpredictable Supreme Court podcast. Hosted by Will Baude and Dan Epps.",Government,4.9,383
ck0xawdc,The Making of Modern Ukraine,"Ukraine must have existed as a society and polity on 23 February 2022, else Ukrainians would not have collectively resisted Russian invasion the next day.  What does it mean for a nation to exist?  Timothy Snyder explores these and other questions in a very timely course.This course was recorded live in a classroom at Yale University in the autumn of 2022. Video of the course is also available on YouTube .",History,5.0,3
mu5u5bvj,Snoop and Sniffy: Dog Detective Stories for Kids,"What happens when Snoop, an experienced dog detective from London, gets sent to small-town Pflugerville to train clueless puppy Sniffy as an undercover agent? Mystery! Adventure! And CHAOS! Seriously -- the town of Pflugerville isn’t dullsville like Snoop expected and he quickly realizes that he can’t handle all the action without Sniffy by his side. Even when they’re able to turn a blind eye to the alien superheroes and villains battling it out for control of Pflugerville, Snoop and Sniffy have their paws full on Bark Street with hilarious busy bodies like Loraine the Neighborhood-Watch duck, Poot the Groundhog and Fred the Squirrel popping ‘round! Do you love to laugh? Do you love animals? Do you have the brightest mind since Sherlock Holmes? Yes?! Then tag along with us for the fun and see if YOU can help Snoop and Sniffy solve some mysteries!For ages 5-12",Kids & Family,4.6,180
gagakqw4,Cocktail College,"Want to take your bartending skills to the next level? Join VinePair managing editor Tim McKirdy for a weekly deep-dive into classic cocktails with America’s best bartenders. Cocktail College looks beyond the recipe and explores every aspect of mixology from ingredients and ice to shaking techniques, garnishes, and glassware — elevating your Martinis, Mai Tais, and everything in between. Hosted on Acast. See acast.com/privacy for more information.",Arts,4.6,122
j8t98qc8,Analysis,"Programme examining the ideas and forces which shape public policy in Britain and abroad, presented by distinguished writers, journalists and academics.",Government,4.6,192
ycxyn2a2,The Michael Savage Show,"Dr. Michael Savage earned his PhD in epidemiology and nutrition sciences from the Univ. of Cal. at Berkeley. Inducted into the National Radio Hall of Fame after over 26 years at the top of the talk radio format. Borders, Language and Culture are his pillars. A NY Times Best Selling author of over 30 books and novels, he was appointed by the President of the United States to the Board of the Presidio Trust. Not your father's conservative show! Animal rights activist. he converses about politics, science, films, mysticism, nutrition, cooking, cars and boats. News, views and reviews you can trust.",News,4.4,10500
